id,domain,feature,question,disposition,priority,resolution_status,resolution_ref,target
120,11_dsp,07_playlist-research.md,"Future Publicity/Outreach domain may own curator relationship management; v1.3 should keep playlist research operational, not CRM.",DEFERRED_BOUNDARY,P2,ROUTED_DEFERRED,,Deferred Scope Register / future domain
121,11_dsp,08_dsp-video.md,Define DSPVideo references/status enums and ownership relative to Publication entity in schema pass.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-023,Architecture Decision Record / Domain Rulebook
122,11_dsp,09_revenue-imports.md,Need source-row granularity decision: snapshot-only vs normalized royalty line items feeding snapshots.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-024,Architecture Decision Record / Domain Rulebook
123,11_dsp,10_artist-playlists.md,ArtistPlaylist status enum and whether contents are modeled or only external reference need schema decision.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-051,Architecture Decision Record / Domain Rulebook
124,12_growth_market,01_growth-home.md,Growth recommendation prioritization may later need a transparent multi-objective decision model; do not freeze a score now.,PRODUCT_UX_POLICY,P2,ROUTED_UX,,UX / Interaction Spec or product configuration
125,12_growth_market,02_warm-network.md,"If future Publicity/Outreach Engine adds Contact entities, ownership boundary must be reconciled rather than duplicated.",DEFERRED_BOUNDARY,P2,PROPOSED_RESOLUTION,AR-026,Deferred Scope Register / future domain
126,12_growth_market,03_audience-sources.md,Need canonical location for attribution-confidence metadata when AudienceSource is attached to aggregates.,ARCHITECTURE_CONTRACT,P1,PROPOSED_RESOLUTION,AR-029,Architecture Decision Record / Domain Rulebook
127,12_growth_market,04_search-intent.md,Formal SearchOpportunity entity schema/status is not specified in MASTER.,ARCHITECTURE_CONTRACT,P1,PROPOSED_RESOLUTION,AR-052,Architecture Decision Record / Domain Rulebook
128,12_growth_market,05_market-opportunities.md,MarketOpportunity operational status and confidence calculation framework need later Analytics/schema calibration.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
129,12_growth_market,06_geo-experiments.md,No new entity required unless shared Experiment cannot represent market arms cleanly; verify in schema pass.,ARCHITECTURE_CONTRACT,P1,PROPOSED_RESOLUTION,AR-025,Architecture Decision Record / Domain Rulebook
130,12_growth_market,07_live.md,LiveSession status enum and guest/collaborator modeling are not defined.,ARCHITECTURE_CONTRACT,P1,PROPOSED_RESOLUTION,AR-053,Architecture Decision Record / Domain Rulebook
131,12_growth_market,08_creator-collaboration.md,Creator identity/contact representation should align with future Publicity Contact/Organization architecture rather than duplicate it.,DEFERRED_BOUNDARY,P2,PROPOSED_RESOLUTION,AR-026,Deferred Scope Register / future domain
132,13_business_fan_value,01_business-home.md,Canonical business base currency and currency-conversion policy need engineering/product freeze.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-027,Architecture Decision Record / Domain Rulebook
133,13_business_fan_value,02_revenue-goals.md,First-class RevenueScenario entity/versioning not defined in MASTER.,ARCHITECTURE_CONTRACT,P1,PROPOSED_RESOLUTION,AR-028,Architecture Decision Record / Domain Rulebook
134,13_business_fan_value,03_revenue-portfolio.md,Mapping RevenueEvent.source to RevenuePortfolio enum needs canonical schema mapping.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-054,Architecture Decision Record / Domain Rulebook
135,13_business_fan_value,04_fan-cohorts.md,Formal cohort-definition thresholds/rules should be configurable/evidence-based and not hardcoded prematurely.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
136,13_business_fan_value,05_offers.md,Offer currency missing in MASTER schema must be resolved.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-027,Architecture Decision Record / Domain Rulebook
137,13_business_fan_value,05_offers.md,Offer status enum and versioning boundary need schema design.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-055,Architecture Decision Record / Domain Rulebook
138,13_business_fan_value,06_merch.md,Inventory quantity representation and order-level integration are outside current MASTER scope.,DEFERRED_BOUNDARY,P2,ROUTED_DEFERRED,,Deferred Scope Register / future domain
139,13_business_fan_value,07_unit-economics.md,Formal formula definitions and currency handling must be frozen with finance terminology during engineering spec.,ENGINEERING_SPEC,P0,PROPOSED_RESOLUTION,AR-027,Engineering Specification / Data Model Reference
140,13_business_fan_value,08_membership.md,Tier/version lifecycle and benefit-change semantics for existing vs new members need provider-aware engineering design.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-056,Architecture Decision Record / Domain Rulebook
141,13_business_fan_value,09_revenue-events.md,Correction/reversal data model and exact amount consistency rules need accounting-light schema design.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-057,Architecture Decision Record / Domain Rulebook
142,13_business_fan_value,10_attribution.md,Whether attribution evidence becomes its own entity vs RevenueEvent metadata should be resolved in schema pass.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-029,Architecture Decision Record / Domain Rulebook
143,14_analytics,01_analytics-home.md,Canonical baseline-window defaults and data-quality thresholds require calibration in engineering/eval pass.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
144,14_analytics,02_metric-normalization.md,Finalize canonical formula registry for derived metrics during engineering spec.,ENGINEERING_SPEC,P1,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
145,14_analytics,03_snapshots.md,Age-bucket tolerance/default comparison policy needs analytical calibration.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
146,14_analytics,04_baselines.md,Minimum sample guidance should be calibrated per analysis type rather than globally hardcoded.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
147,14_analytics,05_outliers.md,Threshold/eval calibration required before implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
148,14_analytics,06_hook-analytics.md,Audience scope definition depends on available aggregate data.,ARCHITECTURE_CONTRACT,P1,PROPOSED_RESOLUTION,AR-058,Architecture Decision Record / Domain Rulebook
149,14_analytics,07_segment-analytics.md,Segment-comparison minimum observations should be calibrated.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
150,14_analytics,08_market-analytics.md,Canonical retention definitions vary by source and need metric registry.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
151,14_analytics,09_fan-value-analytics.md,A unified aggregate depth index is intentionally not defined; keep dimensions explicit.,PRODUCT_UX_POLICY,P2,ROUTED_UX,,UX / Interaction Spec or product configuration
152,15_intelligence_learning_decisions,01_insights.md,Insight status enum/confidence scale exact values need schema alignment; MASTER only defines fields.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
153,15_intelligence_learning_decisions,02_hypotheses.md,Hypothesis status enum should align with Experiment lifecycle.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
154,15_intelligence_learning_decisions,03_experiments.md,Experiment status enum and exact execution-arm relationship need schema freeze.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
155,15_intelligence_learning_decisions,04_learnings.md,Exact evidence threshold is intentionally not universal; needs per-scope calibration/evals.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
156,15_intelligence_learning_decisions,05_time-decay.md,Per-scope decay curves/thresholds require calibration.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
157,15_intelligence_learning_decisions,06_explore-exploit.md,Default denominator (Content Units vs Publications) should align with planning analytics.,PRODUCT_UX_POLICY,P2,ROUTED_UX,,UX / Interaction Spec or product configuration
158,15_intelligence_learning_decisions,07_decision-memory.md,Decision scope enum is not defined by MASTER; align with domains without inventing brittle taxonomy.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-059,Architecture Decision Record / Domain Rulebook
159,15_intelligence_learning_decisions,08_weekly-review.md,Persisted WeeklyReview entity/version schema is not defined.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-060,Architecture Decision Record / Domain Rulebook
160,15_intelligence_learning_decisions,09_identity-review.md,Default cadence configurable; event-driven criteria should remain suggestions rather than hardcoded triggers.,PRODUCT_UX_POLICY,P2,ROUTED_UX,,UX / Interaction Spec or product configuration
161,16_knowledge_research_context,01_artist-brain.md,Brain versioning entity vs generated snapshot needs schema decision.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-030,Architecture Decision Record / Domain Rulebook
162,16_knowledge_research_context,02_song-brains.md,Knowledge indexing granularity/chunk schema to define during engineering.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
163,16_knowledge_research_context,03_tone-corpus.md,Exact verbatim-similarity guard threshold belongs to AI eval/guard implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
164,16_knowledge_research_context,04_anti-ai-style.md,Rule representation and priority integration with IdentityConstraint need engineering alignment.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-061,Architecture Decision Record / Domain Rulebook
165,16_knowledge_research_context,05_candidate-knowledge.md,Candidate status enum and merge semantics need schema freeze.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-062,Architecture Decision Record / Domain Rulebook
166,16_knowledge_research_context,06_research-claims.md,Source entity schema/archival snapshot policy needs Research implementation design.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-031,Architecture Decision Record / Domain Rulebook
167,16_knowledge_research_context,07_research-promotion.md,Exact authorization/reviewer roles future-ready but single artist MVP sufficient.,DEFERRED_BOUNDARY,P2,ROUTED_DEFERRED,,Deferred Scope Register / future domain
168,16_knowledge_research_context,08_context-assembler.md,Retrieval ranking weights/chunking/index strategy belongs to engineering/eval calibration.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
169,16_knowledge_research_context,09_context-debug.md,Retention policy for AgentRun/debug payloads needs security/cost decision.,ARCHITECTURE_CONTRACT,P0,PROPOSED_RESOLUTION,AR-032,Architecture Decision Record / Domain Rulebook
170,17_ai_agents_jobs,01_orchestrator.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
171,17_ai_agents_jobs,02_research-agent.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
172,17_ai_agents_jobs,03_strategy-agent.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
173,17_ai_agents_jobs,04_production-agent.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
174,17_ai_agents_jobs,05_analytics-agent.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
175,17_ai_agents_jobs,06_brand-guard.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
176,17_ai_agents_jobs,07_agent-config.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
177,17_ai_agents_jobs,08_agent-runs.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
178,17_ai_agents_jobs,09_prompt-registry.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
179,17_ai_agents_jobs,10_evals.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
180,17_ai_agents_jobs,11_model-routing.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
181,17_ai_agents_jobs,12_job-service.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
182,17_ai_agents_jobs,13_job-progress.md,Detailed structured output schemas and provider-specific retry parameters belong to engineering/eval implementation.,CALIBRATION_EVAL,P2,ROUTED_CALIBRATION,,AI/Analytics Eval & Calibration Spec
183,18_platforms_integrations,01_capability-registry.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
184,18_platforms_integrations,02_platform-accounts.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
185,18_platforms_integrations,03_asset-requirements.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
186,18_platforms_integrations,04_csv-wizard.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
187,18_platforms_integrations,05_mapping-templates.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
188,18_platforms_integrations,06_duplicate-detection.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
189,18_platforms_integrations,07_platform-adapters.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
190,18_platforms_integrations,08_presence-registry.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
191,18_platforms_integrations,09_verification.md,Provider-specific implementation details belong to adapters; shared normalized contracts finalized in Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
192,19_settings_security_portability,01_settings.md,Retention/encryption-key/backup policies require Engineering/Security implementation specification.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
193,19_settings_security_portability,02_secrets-oauth.md,Retention/encryption-key/backup policies require Engineering/Security implementation specification.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
194,19_settings_security_portability,03_privacy.md,Retention/encryption-key/backup policies require Engineering/Security implementation specification.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
195,19_settings_security_portability,04_audit-events.md,Retention/encryption-key/backup policies require Engineering/Security implementation specification.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
196,19_settings_security_portability,05_exports.md,Retention/encryption-key/backup policies require Engineering/Security implementation specification.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
197,19_settings_security_portability,06_logs.md,Retention/encryption-key/backup policies require Engineering/Security implementation specification.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
198,20_product_quality_telemetry,01_product-telemetry.md,Exact telemetry event schema/retention and CI implementation belong to Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
199,20_product_quality_telemetry,02_ai-telemetry.md,Exact telemetry event schema/retention and CI implementation belong to Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
200,20_product_quality_telemetry,03_smart-ingest-kpi.md,Exact telemetry event schema/retention and CI implementation belong to Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
201,20_product_quality_telemetry,04_identity-telemetry.md,Exact telemetry event schema/retention and CI implementation belong to Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
202,20_product_quality_telemetry,05_testing.md,Exact telemetry event schema/retention and CI implementation belong to Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
203,20_product_quality_telemetry,06_definition-of-done.md,Exact telemetry event schema/retention and CI implementation belong to Engineering Spec.,ENGINEERING_SPEC,P0,ROUTED_ENGINEERING,,Engineering Specification / Data Model Reference
